year,school_id,number_of_students,avg_score
2006,22102612,79,43.1
2007,22102612,63,48.34
2005,22104860,164,36.9
2006,22104860,110,30.72
2007,22104860,88,38.74
2005,22107584,154,67.15
2006,22107584,122,60.96
2007,22107584,139,73.69
2005,22108009,69,37.48
2006,22108009,60,38.55
2007,22108009,101,42.81
2005,22108335,157,60.19
2006,22108335,194,55.31
2007,22108335,149,64.69
2005,22111450,78,31.34
2006,22111450,45,26.48
2007,22111450,51,42.4
2005,22114882,102,39.48
2006,22114882,147,32.35
2007,22114882,100,38.21
2005,22115536,392,60.75
2006,22115536,309,57.68
2007,22115536,249,66.11
2005,22115617,127,58.79
2006,22115617,112,53.93
2007,22115617,90,62.15
2005,22116389,78,35.58
2006,22116389,91,33.5
2007,22116389,52,45.57
2005,22118179,102,40.73
2006,22118179,115,36.47
2007,22118179,102,45.69
2005,22118900,203,35.3
2006,22118900,126,31.09
2007,22118900,131,40.61
2005,22118977,133,49.73
2006,22118977,150,45.24
2007,22118977,159,58.16
2005,22121935,388,44.77
2006,22121935,444,41.35
2007,22121935,435,49.02
2005,22122044,84,35.14
2006,22122044,101,33.45
2007,22122044,167,39.44
2005,22123148,23,46.35
2006,22123148,39,42.54
2007,22123148,25,54.57
2005,22124985,136,36.66
2006,22124985,160,36.37
2007,22124985,256,44.64
2005,22124993,54,46.26
2006,22124993,71,45.78
2007,22124993,60,52.39
2005,22125787,40,35.2
2006,22125787,68,36.45
2007,22125787,74,44.84
2005,22126880,79,31.91
2006,22126880,65,29.3
2007,22126880,154,37.85
2005,22126988,39,58.11
2006,22126988,35,55.67
2007,22126988,30,69.6
2005,22127020,61,35.31
2006,22127020,41,35.68
2007,22127020,61,38.64
2005,22127526,75,32.77
2006,22127526,60,30.73
2007,22127526,71,40.11
2005,22127933,26,51.7
2006,22127933,37,52.15
2007,22127933,37,60.2
2005,22128441,101,38.52
2006,22128441,123,36.0
2007,22128441,66,46.77
2005,22128450,24,33.78
2006,22128450,27,26.85
2007,22128450,54,38.1
2005,22128778,56,55.31
2006,22128778,55,55.52
2007,22128778,48,66.91
2005,22131140,92,66.56
2006,22131140,108,61.81
2007,22131140,114,75.7
2005,22131159,169,39.15
2006,22131159,185,38.4
2007,22131159,142,46.95
2005,22131191,87,59.22
2006,22131191,61,48.94
2007,22131191,72,61.26
2005,22131825,50,35.26
2006,22131825,54,29.12
2007,22131825,71,40.68
2005,22133046,50,45.96
2006,22133046,63,49.16
2007,22133046,49,53.64
2005,22133070,403,40.24
2006,22133070,478,36.36
2007,22133070,365,48.13
2005,22133968,292,40.96
2006,22133968,229,37.7
2007,22133968,224,43.83
2005,22133976,165,33.54
2006,22133976,104,33.84
2007,22133976,111,44.39
2005,22135065,56,29.95
2006,22135065,112,31.02
2007,22135065,117,40.94
2005,22135243,42,37.6
2006,22135243,48,25.27
2007,22135243,71,39.47
2005,22135324,143,33.61
2006,22135324,129,32.62
2007,22135324,109,49.13
2005,22135782,29,42.31
2006,22135782,36,40.83
2007,22135782,35,43.03
2005,22135979,82,38.48
2006,22135979,154,33.36
2007,22135979,140,43.17
2005,22136037,142,42.39
2006,22136037,149,39.36
2007,22136037,165,49.2
2005,22136525,33,36.21
2006,22136525,68,27.6
2007,22136525,37,39.18
2005,22136703,88,34.7
2006,22136703,89,30.14
2007,22136703,61,41.72
2005,22136762,216,31.4
2006,22136762,128,29.45
2007,22136762,67,38.84
2005,23000872,42,54.08
2006,23000872,39,51.48
2007,23000872,46,59.75
2005,23002115,266,41.16
2006,23002115,286,41.55
2007,23002115,391,47.1
2005,23002468,448,41.9
2006,23002468,434,38.92
2007,23002468,404,50.94
2005,23005033,202,38.08
2006,23005033,231,38.04
2007,23005033,288,47.96
2005,23007036,116,41.75
2006,23007036,153,42.7
2007,23007036,151,54.68
2005,23007648,175,38.02
2006,23007648,217,35.16
2007,23007648,246,46.55
2005,23008300,119,39.96
2006,23008300,145,41.01
2007,23008300,145,45.42
2005,23008814,104,45.46
2006,23008814,127,37.59
2007,23008814,147,49.04
2005,23009578,101,37.18
2006,23009578,88,38.21
2007,23009578,104,41.34
2005,23009748,153,38.99
2006,23009748,149,41.62
2007,23009748,183,44.97
2005,23010665,162,42.93
2006,23010665,208,40.7
2007,23010665,251,47.47
2005,23010851,91,44.39
2006,23010851,94,43.91
2007,23010851,138,48.6
2005,23011335,35,41.47
2006,23011335,74,36.54
2007,23011335,112,42.1
2005,23011661,60,43.97
2006,23011661,48,35.99
2007,23011661,66,47.38
2005,23012676,284,41.79
2006,23012676,254,42.61
2007,23012676,327,48.95
2005,23013125,34,42.55
2006,23013125,69,40.61
2007,23013125,65,49.4
2005,23013176,85,42.12
2006,23013176,84,40.72
2007,23013176,249,47.81
2005,23013680,110,43.91
2006,23013680,113,41.05
2007,23013680,125,47.68
2005,23014202,109,44.28
2006,23014202,128,40.48
2007,23014202,131,47.44
2005,23015322,130,43.8
2006,23015322,117,42.79
2007,23015322,146,46.86
2005,23015594,139,39.76
2006,23015594,99,41.41
2007,23015594,134,46.57
2005,23015705,130,41.47
2006,23015705,117,40.57
2007,23015705,127,43.9
2005,23016230,101,43.44
2006,23016230,104,41.47
2007,23016230,57,42.86
2005,23016604,82,37.55
2006,23016604,108,36.57
2007,23016604,79,47.56
2005,23018178,111,45.4
2006,23018178,117,41.71
2007,23018178,171,47.74
2005,23018445,205,44.47
2006,23018445,203,40.64
2007,23018445,223,45.89
2005,23019344,85,43.06
2006,23019344,68,39.06
2007,23019344,167,48.2
2005,23019565,165,40.0
2006,23019565,108,39.99
2007,23019565,172,46.55
2005,23021322,169,43.37
2006,23021322,141,42.16
2007,23021322,249,47.15
2005,23021772,83,37.04
2006,23021772,113,34.85
2007,23021772,157,41.78
2005,23022060,76,38.17
2006,23022060,70,33.58
2007,23022060,73,42.37
2005,23022248,202,43.46
2006,23022248,154,43.16
2007,23022248,174,48.34
2005,23022655,64,44.84
2006,23022655,71,44.22
2007,23022655,98,50.96
2005,23023953,118,42.21
2006,23023953,82,41.22
2007,23023953,174,48.92
2005,23024658,56,38.19
2006,23024658,84,30.57
2007,23024658,97,43.11
2005,23024909,41,47.24
2006,23024909,50,48.68
2007,23024909,106,52.86
2005,23025034,210,41.39
2006,23025034,226,39.31
2007,23025034,218,42.27
2005,23025140,206,40.74
2006,23025140,211,42.41
2007,23025140,259,45.11
2005,23025190,151,43.63
2006,23025190,141,41.71
2007,23025190,131,48.54
2005,23025255,354,61.26
2006,23025255,343,57.97
2007,23025255,225,60.79
2005,23025263,145,41.33
2006,23025263,171,40.54
2007,23025263,194,49.49
2005,23025832,63,42.27
2006,23025832,71,40.15
2007,23025832,102,41.43
2005,23027380,182,43.85
2006,23027380,144,43.3
2007,23027380,149,47.23
2005,23028068,488,40.05
2006,23028068,428,40.64
2007,23028068,427,42.83
2005,23031530,131,40.34
2006,23031530,128,40.53
2007,23031530,143,48.85
2005,23032103,169,39.53
2006,23032103,176,34.56
2007,23032103,567,41.24
2005,23034009,96,41.93
2006,23034009,99,37.31
2007,23034009,130,48.77
2005,23034190,337,35.2
2006,23034190,378,36.43
2007,23034190,481,43.73
2005,23035684,152,40.05
2006,23035684,356,35.94
2007,23035684,353,45.59
2005,23036354,92,49.12
2006,23036354,65,45.18
2007,23036354,62,57.72
2005,23038004,76,36.78
2006,23038004,147,42.03
2007,23038004,131,47.16
2005,23038861,123,40.25
2006,23038861,123,40.33
2007,23038861,170,44.17
2005,23040491,246,39.17
2006,23040491,206,35.61
2007,23040491,217,51.19
2005,23040629,112,39.59
2006,23040629,157,39.47
2007,23040629,164,48.91
2005,23040769,15,49.62
2006,23040769,26,50.38
2007,23040769,22,54.02
2005,23041404,336,41.6
2006,23041404,327,39.43
2007,23041404,334,46.21
2005,23041412,59,37.86
2006,23041412,79,34.59
2007,23041412,92,41.09
2005,23041510,79,41.46
2006,23041510,94,39.94
2007,23041510,120,43.16
2005,23041790,155,40.47
2006,23041790,66,37.27
2007,23041790,136,43.58
2005,23041811,43,42.18
2006,23041811,64,37.23
2007,23041811,82,47.63
2005,23041854,317,42.4
2006,23041854,329,42.12
2007,23041854,348,47.23
2005,23041889,91,33.04
2006,23041889,146,36.94
2007,23041889,151,44.32
2005,23042877,206,39.55
2006,23042877,262,40.72
2007,23042877,250,45.15
2005,23043130,155,36.37
2006,23043130,193,33.58
2007,23043130,234,44.23
2005,23043660,121,35.68
2006,23043660,138,37.38
2007,23043660,187,41.96
2005,23044039,131,41.57
2006,23044039,138,38.64
2007,23044039,141,45.02
2005,23044560,151,44.01
2006,23044560,174,39.88
2007,23044560,228,43.63
2005,23045230,222,37.69
2006,23045230,251,33.79
2007,23045230,267,41.38
2005,23045493,318,38.91
2006,23045493,355,35.19
2007,23045493,298,45.06
2005,23046449,118,39.5
2006,23046449,126,29.44
2007,23046449,151,42.01
2005,23046490,147,37.86
2006,23046490,142,37.67
2007,23046490,220,41.96
2005,23047895,634,39.42
2006,23047895,784,36.92
2007,23047895,622,43.32
2005,23050764,127,37.3
2006,23050764,198,40.01
2007,23050764,272,41.54
2005,23051671,83,35.14
2006,23051671,104,46.72
2007,23051671,203,46.16
2005,23051850,89,38.93
2006,23051850,73,43.28
2007,23051850,68,44.48
2005,23051930,187,41.13
2006,23051930,239,39.57
2007,23051930,203,47.03
2005,23052490,70,39.32
2006,23052490,56,39.58
2007,23052490,67,49.5
2005,23052929,156,41.84
2006,23052929,149,37.97
2007,23052929,158,48.23
2005,23053356,308,39.32
2006,23053356,311,39.14
2007,23053356,270,45.98
2005,23054530,39,40.25
2006,23054530,59,37.0
2007,23054530,61,45.06
2005,23054808,287,41.31
2006,23054808,305,40.6
2007,23054808,218,43.95
2005,23055693,88,39.19
2006,23055693,102,35.67
2007,23055693,94,41.17
2005,23055995,107,42.55
2006,23055995,121,39.69
2007,23055995,131,46.25
2005,23056177,195,38.1
2006,23056177,110,38.77
2007,23056177,88,49.56
2005,23056606,238,38.89
2006,23056606,265,38.61
2007,23056606,224,47.34
2005,23056860,124,35.71
2006,23056860,139,37.66
2007,23056860,94,45.75
2005,23057190,263,38.67
2006,23057190,193,35.11
2007,23057190,252,45.46
2005,23057793,276,41.13
2006,23057793,308,44.47
2007,23057793,273,48.16
2005,23059699,200,40.98
2006,23059699,229,34.1
2007,23059699,198,44.81
2005,23059753,56,46.91
2006,23059753,66,48.42
2007,23059753,47,51.98
2005,23059850,29,44.59
2006,23059850,39,46.44
2007,23059850,17,55.68
2005,23060174,73,36.96
2006,23060174,76,40.0
2007,23060174,121,47.82
2005,23060298,68,42.56
2006,23060298,58,36.63
2007,23060298,100,49.51
2005,23060824,302,39.55
2006,23060824,232,38.38
2007,23060824,267,46.18
2005,23060948,86,43.76
2006,23060948,187,39.38
2007,23060948,163,48.19
2005,23061499,254,40.12
2006,23061499,228,34.59
2007,23061499,288,46.2
2005,23061693,58,37.5
2006,23061693,104,35.29
2007,23061693,89,48.08
2005,23062126,547,41.7
2006,23062126,503,40.12
2007,23062126,490,44.76
2005,23062312,316,38.39
2006,23062312,351,36.98
2007,23062312,310,46.07
2005,23062347,276,42.63
2006,23062347,278,39.35
2007,23062347,229,47.91
2005,23062622,24,49.07
2006,23062622,27,51.54
2007,23062622,24,51.23
2005,23062703,233,38.69
2006,23062703,319,40.77
2007,23062703,299,44.95
2005,23062720,210,42.83
2006,23062720,215,37.38
2007,23062720,258,43.28
2005,23062738,222,44.84
2006,23062738,260,39.26
2007,23062738,237,46.56
2005,23062886,136,48.2
2006,23062886,129,47.38
2007,23062886,120,56.25
2005,23063076,101,38.99
2006,23063076,85,33.56
2007,23063076,73,42.25
2005,23063505,324,40.37
2006,23063505,343,36.98
2007,23063505,250,49.16
2005,23063599,84,36.16
2006,23063599,87,38.4
2007,23063599,108,44.9
2005,23063610,21,47.71
2006,23063610,42,45.26
2007,23063610,31,53.16
2005,23064323,367,41.82
2006,23064323,580,38.1
2007,23064323,503,47.84
2005,23064510,66,39.87
2006,23064510,79,38.7
2007,23064510,81,47.48
2005,23064641,64,51.31
2006,23064641,90,47.41
2007,23064641,33,56.51
2005,23064676,141,42.58
2006,23064676,161,43.4
2007,23064676,142,47.83
2005,23065214,88,36.12
2006,23065214,79,38.06
2007,23065214,49,43.33
2005,23065273,181,35.93
2006,23065273,208,38.71
2007,23065273,151,45.02
2005,23065389,121,39.51
2006,23065389,98,34.57
2007,23065389,79,50.54
2005,23065486,303,41.29
2006,23065486,456,36.01
2007,23065486,180,45.52
2005,23065494,277,41.66
2006,23065494,256,38.01
2007,23065494,191,43.42
2005,23065672,41,47.26
2006,23065672,62,42.85
2007,23065672,46,55.67
2005,23065842,180,35.81
2006,23065842,161,34.75
2007,23065842,145,42.69
2005,23065893,273,60.07
2006,23065893,203,60.07
2007,23065893,215,68.15
2005,23066350,289,56.18
2006,23066350,342,50.97
2007,23066350,342,63.85
2005,23066725,118,56.01
2006,23066725,99,52.73
2007,23066725,101,62.56
2005,23066814,144,60.73
2006,23066814,152,58.38
2007,23066814,133,72.03
2005,23067071,974,65.82
2006,23067071,928,61.65
2007,23067071,1382,70.51
2005,23067233,84,37.31
2006,23067233,75,37.97
2007,23067233,57,45.4
2005,23067268,117,37.79
2006,23067268,98,37.44
2007,23067268,141,45.77
2005,23067918,133,39.54
2006,23067918,148,38.22
2007,23067918,149,47.29
2005,23068078,124,41.34
2006,23068078,106,41.2
2007,23068078,115,46.05
2005,23068086,185,41.98
2006,23068086,248,39.97
2007,23068086,278,46.87
2005,23068140,20,50.95
2006,23068140,30,42.99
2007,23068140,40,52.17
2005,23068566,489,40.77
2006,23068566,488,38.48
2007,23068566,357,46.57
2005,23068710,128,40.87
2006,23068710,135,31.8
2007,23068710,57,47.63
2005,23068809,393,41.61
2006,23068809,380,37.95
2007,23068809,336,47.41
2005,23068825,153,37.86
2006,23068825,155,34.43
2007,23068825,209,47.02
2005,23068833,128,43.73
2006,23068833,146,41.4
2007,23068833,156,49.32
2005,23068884,145,42.23
2006,23068884,149,42.02
2007,23068884,111,45.67
2005,23068892,64,39.23
2006,23068892,90,37.01
2007,23068892,52,43.64
2005,23068914,153,34.26
2006,23068914,180,38.13
2007,23068914,131,41.73
2005,23068930,126,35.24
2006,23068930,118,36.46
2007,23068930,124,45.23
2005,23068973,86,37.08
2006,23068973,94,31.6
2007,23068973,105,44.29
2005,23069040,176,41.87
2006,23069040,117,36.61
2007,23069040,190,48.71
2005,23069074,165,42.36
2006,23069074,152,43.09
2007,23069074,93,52.93
2005,23069120,248,41.7
2006,23069120,168,36.32
2007,23069120,140,43.58
2005,23069163,211,42.57
2006,23069163,186,38.32
2007,23069163,164,49.07
2005,23069171,92,38.56
2006,23069171,86,33.09
2007,23069171,72,43.05
2005,23069201,128,38.73
2006,23069201,138,36.83
2007,23069201,120,44.09
2005,23069244,422,42.51
2006,23069244,374,39.4
2007,23069244,332,49.53
2005,23069430,371,42.5
2006,23069430,443,41.69
2007,23069430,401,51.28
2005,23069457,106,39.96
2006,23069457,135,41.21
2007,23069457,154,47.09
2005,23069546,193,40.1
2006,23069546,215,38.55
2007,23069546,217,44.87
2005,23069627,201,37.87
2006,23069627,163,32.47
2007,23069627,168,46.24
2005,23069767,646,40.3
2006,23069767,411,39.54
2007,23069767,309,48.18
2005,23069864,608,61.73
2006,23069864,545,57.42
2007,23069864,526,67.79
2005,23069961,165,39.97
2006,23069961,167,40.25
2007,23069961,178,44.99
2005,23069988,106,41.46
2006,23069988,128,39.5
2007,23069988,122,44.13
2005,23070064,55,61.15
2006,23070064,48,55.37
2007,23070064,91,68.87
2005,23070161,85,39.5
2006,23070161,113,38.09
2007,23070161,71,48.96
2005,23070242,401,43.06
2006,23070242,372,42.37
2007,23070242,310,46.89
2005,23070250,163,43.23
2006,23070250,140,40.25
2007,23070250,114,48.37
2005,23070269,185,39.73
2006,23070269,240,37.31
2007,23070269,203,47.15
2005,23070382,324,40.44
2006,23070382,254,38.15
2007,23070382,245,48.98
2005,23070579,102,56.65
2006,23070579,83,49.79
2007,23070579,72,59.55
2005,23070722,162,60.4
2006,23070722,166,55.19
2007,23070722,150,66.31
2005,23071001,169,39.07
2006,23071001,171,43.2
2007,23071001,199,43.22
2005,23071010,180,41.62
2006,23071010,161,38.31
2007,23071010,130,51.65
2005,23071036,431,61.32
2006,23071036,424,60.01
2007,23071036,338,70.25
2005,23071044,221,43.26
2006,23071044,349,42.95
2007,23071044,431,49.32
2005,23071087,693,44.97
2006,23071087,723,43.86
2007,23071087,574,52.78
2005,23071095,100,40.53
2006,23071095,106,43.94
2007,23071095,76,45.43
2005,23071133,57,55.07
2006,23071133,62,50.51
2007,23071133,59,62.33
2005,23071354,138,39.33
2006,23071354,148,35.53
2007,23071354,171,49.03
2005,23071370,148,44.21
2006,23071370,227,43.14
2007,23071370,189,52.54
2005,23071400,58,59.11
2006,23071400,67,54.73
2007,23071400,60,66.16
2005,23071460,96,41.12
2006,23071460,195,42.73
2007,23071460,202,46.8
2005,23071591,240,45.0
2006,23071591,244,40.12
2007,23071591,201,50.09
2005,23071931,170,46.19
2006,23071931,144,47.16
2007,23071931,127,50.58
2005,23072008,115,37.98
2006,23072008,117,38.81
2007,23072008,149,44.49
2005,23072024,383,41.32
2006,23072024,337,41.74
2007,23072024,255,48.25
2005,23072237,524,41.71
2006,23072237,466,42.04
2007,23072237,409,47.85
2005,23072318,406,39.65
2006,23072318,365,37.44
2007,23072318,304,45.66
2005,23072431,417,40.74
2006,23072431,448,41.03
2007,23072431,339,48.44
2005,23072571,372,42.23
2006,23072571,336,39.93
2007,23072571,258,45.77
2005,23072750,120,39.72
2006,23072750,94,38.86
2007,23072750,89,44.66
2005,23072865,459,43.85
2006,23072865,439,42.57
2007,23072865,383,51.46
2005,23072890,104,38.16
2006,23072890,64,36.84
2007,23072890,49,41.25
2005,23073039,1003,43.1
2006,23073039,1154,40.84
2007,23073039,1161,50.33
2005,23073136,240,43.17
2006,23073136,297,45.12
2007,23073136,280,47.66
2005,23073411,89,34.49
2006,23073411,144,37.53
2007,23073411,98,43.62
2005,23073578,79,48.74
2006,23073578,83,47.39
2007,23073578,60,60.29
2005,23073683,152,39.67
2006,23073683,156,38.56
2007,23073683,174,47.25
2005,23073713,99,39.83
2006,23073713,68,40.64
2007,23073713,83,47.86
2005,23073853,230,40.45
2006,23073853,233,38.46
2007,23073853,272,46.72
2005,23073888,110,48.3
2006,23073888,101,42.35
2007,23073888,103,61.75
2005,23073918,149,39.79
2006,23073918,156,40.97
2007,23073918,173,47.75
2005,23074060,655,41.09
2006,23074060,602,39.05
2007,23074060,499,48.82
2005,23074159,191,35.93
2006,23074159,169,34.1
2007,23074159,120,40.48
2005,23074701,168,40.25
2006,23074701,150,36.85
2007,23074701,147,43.5
2005,23075287,452,66.39
2006,23075287,479,58.77
2007,23075287,507,71.32
2005,23075430,441,43.64
2006,23075430,419,44.6
2007,23075430,369,49.95
2005,23075775,113,35.73
2006,23075775,106,39.45
2007,23075775,42,45.3
2005,23075791,616,43.21
2006,23075791,609,43.55
2007,23075791,502,48.42
2005,23075864,212,40.14
2006,23075864,179,43.69
2007,23075864,201,47.75
2005,23075961,66,62.45
2006,23075961,58,66.24
2007,23075961,74,71.65
2005,23076046,36,52.7
2006,23076046,42,47.4
2007,23076046,47,66.24
2005,23076259,49,51.68
2006,23076259,65,50.09
2007,23076259,57,58.0
2005,23076747,68,51.14
2006,23076747,52,50.02
2007,23076747,36,55.81
2005,23077140,109,38.68
2006,23077140,141,37.17
2007,23077140,133,48.72
2005,23077174,232,40.3
2006,23077174,220,35.49
2007,23077174,142,44.44
2005,23077387,67,42.14
2006,23077387,79,33.31
2007,23077387,76,46.37
2005,23077557,408,65.88
2006,23077557,382,59.99
2007,23077557,335,71.97
2005,23077883,329,42.24
2006,23077883,331,40.94
2007,23077883,267,48.93
2005,23078170,144,40.54
2006,23078170,157,40.46
2007,23078170,187,44.78
2005,23078340,238,42.36
2006,23078340,151,44.77
2007,23078340,115,49.57
2005,23078529,164,36.88
2006,23078529,129,38.43
2007,23078529,99,46.54
2005,23078561,121,39.87
2006,23078561,141,38.04
2007,23078561,88,47.4
2005,23078669,136,42.09
2006,23078669,169,35.82
2007,23078669,151,45.0
2005,23078685,354,38.72
2006,23078685,319,37.43
2007,23078685,279,46.29
2005,23078707,119,40.92
2006,23078707,258,36.64
2007,23078707,171,44.61
2005,23078758,98,41.0
2006,23078758,104,41.7
2007,23078758,139,43.41
2005,23078774,104,39.91
2006,23078774,131,38.52
2007,23078774,159,45.26
2005,23078901,186,37.38
2006,23078901,267,33.32
2007,23078901,267,44.16
2005,23079495,209,39.93
2006,23079495,243,41.71
2007,23079495,246,47.62
2005,23079649,323,44.01
2006,23079649,314,36.64
2007,23079649,243,46.84
2005,23079959,328,41.63
2006,23079959,327,38.79
2007,23079959,249,45.0
2005,23080132,251,44.81
2006,23080132,206,43.92
2007,23080132,177,49.52
2005,23080370,380,43.15
2006,23080370,494,37.89
2007,23080370,451,47.02
2005,23080710,266,44.67
2006,23080710,246,42.84
2007,23080710,233,51.68
2005,23080841,44,40.21
2006,23080841,51,40.64
2007,23080841,83,39.91
2005,23081007,334,44.35
2006,23081007,328,42.95
2007,23081007,327,51.11
2005,23081430,31,50.37
2006,23081430,40,46.04
2007,23081430,30,56.99
2005,23081783,105,42.33
2006,23081783,153,39.82
2007,23081783,50,51.05
2005,23081830,237,40.68
2006,23081830,149,37.57
2007,23081830,112,45.95
2005,23081945,398,44.28
2006,23081945,406,40.32
2007,23081945,467,48.86
2005,23082160,68,41.23
